freeze_id,plan_sha256,source_cohort_sha256,analysis_script_sha256,generated_at,predictor,feature_group,source_file,source_field,actual_measurement_time,conceptual_preacceptance_availability,leakage_risk,reduced_model_inclusion,expanded_model_inclusion,model_scope,transformation,missing_data_rule,exclusion_reason,notes
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_16,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_17,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_18,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_19,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_20,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_21,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_22,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_23,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_24,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_25,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_26,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_27,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_28,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_29,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_30,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_31,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_32,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_33,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_34,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_35,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_36,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_37,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_38,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_39,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_40,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_41,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_42,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_43,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_44,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_45,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_46,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_47,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_48,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_49,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,embedding_pc_50,text content,data/features.parquet,title + abstract,publication-record text at source retrieval,"yes, as publication-record proxy",proxy/change-during-review,true,true,Model A and Model B,normalized all-MiniLM-L6-v2 embedding; training-only 50-component PCA,title-only text when abstract absent,,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,training_centroid_text_novelty,text content,data/features.parquet,title + abstract,derived at model fitting,no,expanded publication-metadata comparator only,false,true,Model A and Model B,1 - cosine similarity to training centroid,native numeric missing handling,not in locked reduced set,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,journal,categorical metadata,data/features.parquet,journal,publication-record/OpenAlex annotation at source retrieval,journal only for Model A,journal identity,Model A only,Model A only,Model A only,none,explicit missing category learned from training,excluded from Model B by endpoint design,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,topic_field,categorical metadata,data/features.parquet,topic_field,publication-record/OpenAlex annotation at source retrieval,no,post-publication annotation,false,true,Model A and Model B,none,explicit missing category learned from training,not in reduced set,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,topic_subfield,categorical metadata,data/features.parquet,topic_subfield,publication-record/OpenAlex annotation at source retrieval,no,post-publication annotation,false,true,Model A and Model B,none,explicit missing category learned from training,not in reduced set,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,oa_status,categorical metadata,data/features.parquet,oa_status,publication-record/OpenAlex annotation at source retrieval,no,post-publication annotation,false,true,Model A and Model B,none,explicit missing category learned from training,not in reduced set,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,pub_month,publication timing,data/features.parquet,pub_month,source retrieval or post-publication,no,high or unapproved,false,false,Model A and Model B,none,native numeric missing handling,publication month unavailable before acceptance,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,ref_mean_age,reference-network,data/features_v3refs.parquet,ref_mean_age,source retrieval or post-publication,no,high or unapproved,false,false,Model A and Model B,none,native numeric missing handling,reference-derived feature excluded,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,ref_pct_recent5,reference-network,data/features_v3refs.parquet,ref_pct_recent5,source retrieval or post-publication,no,high or unapproved,false,false,Model A and Model B,none,native numeric missing handling,reference-derived feature excluded,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,ref_mean_logcit,reference citation impact,data/features_v3refs.parquet,ref_mean_logcit,source retrieval or post-publication,no,high or unapproved,false,false,Model A and Model B,none,native numeric missing handling,post-publication citation leakage,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,ref_max_cit,reference citation impact,data/features_v3refs.parquet,ref_max_cit,source retrieval or post-publication,no,high or unapproved,false,false,Model A and Model B,none,native numeric missing handling,post-publication citation leakage,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,ref_n_resolved,reference-network,data/features_v3refs.parquet,ref_n_resolved,source retrieval or post-publication,no,high or unapproved,false,false,Model A and Model B,none,native numeric missing handling,resolution-count variable excluded,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,cited_by_count,outcome proxy,data/features.parquet,cited_by_count,source retrieval or post-publication,no,high or unapproved,false,false,Model A and Model B,none,native numeric missing handling,index-article post-publication outcome,
REV1-20260827-c550d47d361b,e17faa968e38c7fc622349840d4b5f9f8cdbaafdefb4ec8af883a59d9b245b4b,c550d47d361b1fb3574d89de9ef6f0c1d53bd05125f7cbf85ca0c2b6a8c5e808,c4e299991ac26335258c6b0e19c85674b45cdae6e2ff1eaa1b6f0d283bf44b2c,2026-08-27T12:48:54+09:00,c2_early,outcome proxy,data/features.parquet,c2_early,source retrieval or post-publication,no,high or unapproved,false,false,Model A and Model B,none,native numeric missing handling,index-article early citation outcome,
